lakename,year4,sampledate,daynum,species
"PAUL",1988,1988-07-14,196,"LARGEMOUTHBASS"
"PAUL",1988,1988-07-14,196,"LARGEMOUTHBASS"
"PETER",1988,1988-07-29,211,"LARGEMOUTHBASS"
"PETER",1988,1988-07-29,211,"LARGEMOUTHBASS"
"PETER",1988,1988-07-29,211,"LARGEMOUTHBASS"
"PAUL",1988,1988-07-29,211,"LARGEMOUTHBASS"
"PAUL",1988,1988-07-29,211,"LARGEMOUTHBASS"
"LONG",1988,1988-07-29,211,"YELLOWPERCH"
"LONG",1988,1988-07-30,212,"LARGEMOUTHBASS"
"LONG",1988,1988-07-30,212,"LARGEMOUTHBASS"
"LONG",1988,1988-07-30,212,"YELLOWPERCH"
"LONG",1988,1988-07-30,212,"YELLOWPERCH"
"PETER",1988,1988-08-19,232,"LARGEMOUTHBASS"
"PETER",1988,1988-08-19,232,"LARGEMOUTHBASS"
"PETER",1988,1988-08-19,232,"LARGEMOUTHBASS"
"PETER",1988,1988-08-19,232,"LARGEMOUTHBASS"
"PETER",1988,1988-08-19,232,"LARGEMOUTHBASS"
"PETER",1988,1988-08-20,233,"LARGEMOUTHBASS"
"PETER",1988,1988-08-20,233,"LARGEMOUTHBASS"
"PETER",1988,1988-08-20,233,"LARGEMOUTHBASS"
"PETER",1988,1988-08-20,233,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-21,234,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PETER",1988,1988-08-22,235,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-20,141,"BLUEGILL"
EAST LONG,1992,1992-06-19,171,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-07-30,212,"BLUEGILL"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
"PETER",1992,1992-08-12,225,"BLUEGILL"
"PETER",1992,1992-08-13,226,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
"PETER",1992,1992-05-17,138,"BLUEGILL"
EAST LONG,1992,1992-06-05,157,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PETER",1992,1992-05-20,141,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-07-30,212,"BLUEGILL"
EAST LONG,1992,1992-05-16,137,"BLUEGILL"
WEST LONG,1992,1992-05-17,138,"YELLOWPERCH"
"PETER",1992,1992-08-12,225,"BLUEGILL"
"PETER",1992,1992-05-17,138,"BLUEGILL"
EAST LONG,1992,1992-07-30,212,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-08-10,223,"BLUEGILL"
WEST LONG,1992,1992-05-20,141,"SMALLMOUTHBASS"
"PETER",1992,1992-08-13,226,"BLUEGILL"
"PETER",1992,1992-05-21,142,"BLUEGILL"
"PETER",1992,1992-05-17,138,"BLUEGILL"
EAST LONG,1992,1992-05-17,138,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
WEST LONG,1992,1992-05-19,140,"YELLOWPERCH"
"PAUL",1992,1992-07-17,199,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PETER",1992,1992-08-12,225,"BLUEGILL"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-22,143,"BLUEGILL"
"PETER",1992,1992-06-05,157,"BLUEGILL"
"PETER",1992,1992-05-23,144,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PAUL",1992,1992-07-05,187,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-17,199,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PETER",1992,1992-05-19,140,"BLUEGILL"
"PETER",1992,1992-05-21,142,"BLUEGILL"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
EAST LONG,1992,1992-05-16,137,"BLUEGILL"
"PETER",1992,1992-05-19,140,"BLUEGILL"
EAST LONG,1992,1992-05-22,143,"BLUEGILL"
"PETER",1992,1992-05-21,142,"BLUEGILL"
"PETER",1992,1992-05-21,142,"BLUEGILL"
WEST LONG,1992,1992-05-17,138,"YELLOWPERCH"
"PAUL",1993,1993-06-22,173,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-20,140,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-20,140,"LARGEMOUTHBASS"
"PETER",1993,1993-05-16,136,"PUMPKINSEED"
"PAUL",1993,1993-08-20,232,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-22,234,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-20,232,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-22,234,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-16,136,"LARGEMOUTHBASS"
EAST LONG,1993,1993-06-22,173,"BLUEGILL"
EAST LONG,1993,1993-06-22,173,"BLUEGILL"
EAST LONG,1993,1993-06-22,173,"BLUEGILL"
EAST LONG,1993,1993-06-22,173,"BLUEGILL"
WEST LONG,1993,1993-05-18,138,"LARGEMOUTHBASS"
EAST LONG,1993,1993-06-22,173,"BLUEGILL"
"PAUL",1993,1993-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-17,137,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-18,138,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-06,218,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-20,140,"LARGEMOUTHBASS"
"PAUL",1993,1993-05-20,140,"LARGEMOUTHBASS"
"PAUL",1993,1993-07-15,196,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-18,138,"LARGEMOUTHBASS"
WEST LONG,1993,1993-06-21,172,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-17,137,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-06,218,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-05,217,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-05,217,"LARGEMOUTHBASS"
WEST LONG,1993,1993-05-18,138,"LARGEMOUTHBASS"
"PAUL",1993,1993-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-23,235,"SMALLMOUTHBASS"
WEST LONG,1993,1993-08-19,231,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-22,235,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-23,236,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-23,236,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-23,236,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-23,236,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-23,236,"LARGEMOUTHBASS"
"PAUL",1988,1988-08-23,236,"LARGEMOUTHBASS"
"PETER",1989,1989-05-20,140,"LARGEMOUTHBASS"
"PETER",1989,1989-05-20,140,"LARGEMOUTHBASS"
"PETER",1989,1989-05-20,140,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-20,140,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-20,140,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-20,140,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-20,140,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PAUL",1989,1989-05-21,141,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"PETER",1989,1989-05-22,142,"LARGEMOUTHBASS"
"LONG",1989,1989-05-22,142,"LARGEMOUTHBASS"
"LONG",1989,1989-05-22,142,"LARGEMOUTHBASS"
"LONG",1989,1989-05-22,142,"SMALLMOUTHBASS"
"LONG",1989,1989-05-22,142,"YELLOWPERCH"
"LONG",1989,1989-05-22,142,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"LARGEMOUTHBASS"
"LONG",1989,1989-05-23,143,"SMALLMOUTHBASS"
"LONG",1989,1989-05-23,143,"SMALLMOUTHBASS"
"LONG",1989,1989-05-23,143,"SMALLMOUTHBASS"
"LONG",1989,1989-05-23,143,"SMALLMOUTHBASS"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-23,143,"YELLOWPERCH"
"LONG",1989,1989-05-24,144,"LARGEMOUTHBASS"
"LONG",1989,1989-05-25,145,"LARGEMOUTHBASS"
"LONG",1989,1989-05-25,145,"LARGEMOUTHBASS"
"LONG",1989,1989-05-25,145,"LARGEMOUTHBASS"
"LONG",1989,1989-05-25,145,"LARGEMOUTHBASS"
"LONG",1989,1989-05-25,145,"LARGEMOUTHBASS"
WEST LONG,1993,1993-08-05,217,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
"PAUL",1995,1995-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-21,141,"SMALLMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-21,142,"SMALLMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-07-07,188,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-21,142,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-08-18,230,"LARGEMOUTHBASS"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-07-07,188,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-06-02,153,"YELLOWPERCH"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-06-02,153,"YELLOWPERCH"
WEST LONG,1995,1995-08-05,217,"SMALLMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"LARGEMOUTHBASS"
WEST LONG,1995,1995-08-20,232,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
WEST LONG,1995,1995-07-22,203,"YELLOWPERCH"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
"PAUL",1995,1995-05-24,144,"LARGEMOUTHBASS"
"CENTRAL LONG",1992,1992-05-21,142,"YELLOWPERCH"
"PAUL",1995,1995-06-23,174,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"LONG",1989,1989-05-25,145,"LARGEMOUTHBASS"
"LONG",1989,1989-05-25,145,"LARGEMOUTHBASS"
"LONG",1989,1989-05-25,145,"SMALLMOUTHBASS"
"LONG",1989,1989-05-25,145,"SMALLMOUTHBASS"
"LONG",1989,1989-05-25,145,"YELLOWPERCH"
"LONG",1989,1989-05-25,145,"YELLOWPERCH"
"LONG",1989,1989-05-25,145,"YELLOWPERCH"
"LONG",1989,1989-05-25,145,"YELLOWPERCH"
"LONG",1989,1989-05-25,145,"YELLOWPERCH"
"LONG",1989,1989-05-25,145,"YELLOWPERCH"
"LONG",1989,1989-05-25,145,"YELLOWPERCH"
"LONG",1989,1989-05-25,145,"YELLOWPERCH"
"PETER",1989,1989-06-10,161,"LARGEMOUTHBASS"
"PETER",1989,1989-06-10,161,"LARGEMOUTHBASS"
"PAUL",1989,1989-06-10,161,"LARGEMOUTHBASS"
"PAUL",1989,1989-06-10,161,"LARGEMOUTHBASS"
"LONG",1989,1989-06-10,161,"LARGEMOUTHBASS"
"LONG",1989,1989-06-11,162,"LARGEMOUTHBASS"
"LONG",1989,1989-06-11,162,"LARGEMOUTHBASS"
"LONG",1989,1989-06-11,162,"YELLOWPERCH"
"PAUL",1989,1989-06-23,174,"LARGEMOUTHBASS"
"PETER",1989,1989-06-24,175,"LARGEMOUTHBASS"
"PETER",1989,1989-06-24,175,"LARGEMOUTHBASS"
"PETER",1989,1989-06-24,175,"LARGEMOUTHBASS"
"LONG",1989,1989-06-24,175,"YELLOWPERCH"
"LONG",1989,1989-06-25,176,"LARGEMOUTHBASS"
"LONG",1989,1989-06-25,176,"LARGEMOUTHBASS"
"LONG",1989,1989-06-25,176,"LARGEMOUTHBASS"
"LONG",1989,1989-06-25,176,"LARGEMOUTHBASS"
"LONG",1989,1989-06-25,176,"SMALLMOUTHBASS"
"LONG",1989,1989-06-25,176,"YELLOWPERCH"
"LONG",1989,1989-06-25,176,"YELLOWPERCH"
"LONG",1989,1989-06-25,176,"YELLOWPERCH"
"LONG",1989,1989-06-25,176,"YELLOWPERCH"
"LONG",1989,1989-06-25,176,"YELLOWPERCH"
"LONG",1989,1989-06-25,176,"YELLOWPERCH"
"LONG",1989,1989-06-25,176,"YELLOWPERCH"
"PAUL",1989,1989-07-07,188,"LARGEMOUTHBASS"
"PAUL",1989,1989-07-07,188,"LARGEMOUTHBASS"
"PAUL",1989,1989-07-07,188,"LARGEMOUTHBASS"
"PETER",1989,1989-07-08,189,"LARGEMOUTHBASS"
"PETER",1989,1989-07-08,189,"LARGEMOUTHBASS"
"PETER",1989,1989-07-08,189,"LARGEMOUTHBASS"
"LONG",1989,1989-07-08,189,"LARGEMOUTHBASS"
"LONG",1989,1989-07-08,189,"LARGEMOUTHBASS"
"LONG",1989,1989-07-08,189,"YELLOWPERCH"
"LONG",1989,1989-07-08,189,"YELLOWPERCH"
"LONG",1989,1989-07-09,190,"LARGEMOUTHBASS"
"LONG",1989,1989-07-09,190,"LARGEMOUTHBASS"
"LONG",1989,1989-07-09,190,"LARGEMOUTHBASS"
"LONG",1989,1989-07-09,190,"YELLOWPERCH"
"LONG",1989,1989-07-09,190,"YELLOWPERCH"
"PETER",1989,1989-07-21,202,"LARGEMOUTHBASS"
"PETER",1989,1989-07-21,202,"LARGEMOUTHBASS"
"PETER",1989,1989-07-21,202,"LARGEMOUTHBASS"
"PAUL",1989,1989-07-21,202,"LARGEMOUTHBASS"
"PAUL",1989,1989-07-21,202,"LARGEMOUTHBASS"
"LONG",1989,1989-07-22,203,"LARGEMOUTHBASS"
"LONG",1989,1989-07-22,203,"LARGEMOUTHBASS"
"LONG",1989,1989-07-22,203,"LARGEMOUTHBASS"
"LONG",1989,1989-07-22,203,"LARGEMOUTHBASS"
"LONG",1989,1989-07-22,203,"LARGEMOUTHBASS"
"LONG",1989,1989-07-22,203,"LARGEMOUTHBASS"
"LONG",1989,1989-07-22,203,"LARGEMOUTHBASS"
"LONG",1989,1989-07-22,203,"SMALLMOUTHBASS"
"LONG",1989,1989-07-22,203,"YELLOWPERCH"
"LONG",1989,1989-07-22,203,"YELLOWPERCH"
"LONG",1989,1989-07-22,203,"YELLOWPERCH"
"LONG",1989,1989-07-22,203,"YELLOWPERCH"
"LONG",1989,1989-07-22,203,"YELLOWPERCH"
"PETER",1989,1989-08-04,216,"LARGEMOUTHBASS"
"PETER",1989,1989-08-04,216,"LARGEMOUTHBASS"
"PETER",1989,1989-08-04,216,"LARGEMOUTHBASS"
"PAUL",1989,1989-08-04,216,"LARGEMOUTHBASS"
"PAUL",1989,1989-08-04,216,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"LARGEMOUTHBASS"
"LONG",1989,1989-08-05,217,"SMALLMOUTHBASS"
"LONG",1989,1989-08-05,217,"SMALLMOUTHBASS"
"LONG",1989,1989-08-05,217,"SMALLMOUTHBASS"
"LONG",1989,1989-08-05,217,"YELLOWPERCH"
"LONG",1989,1989-08-05,217,"YELLOWPERCH"
"LONG",1989,1989-08-06,218,"LARGEMOUTHBASS"
"LONG",1989,1989-08-06,218,"LARGEMOUTHBASS"
"LONG",1989,1989-08-06,218,"YELLOWPERCH"
"LONG",1989,1989-08-06,218,"YELLOWPERCH"
"LONG",1989,1989-08-06,218,"YELLOWPERCH"
"PETER",1989,1989-08-18,230,"LARGEMOUTHBASS"
"PETER",1989,1989-08-18,230,"LARGEMOUTHBASS"
"PETER",1989,1989-08-18,230,"LARGEMOUTHBASS"
"PETER",1989,1989-08-18,230,"LARGEMOUTHBASS"
"PETER",1989,1989-08-18,230,"LARGEMOUTHBASS"
"PETER",1989,1989-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
WEST LONG,1995,1995-07-08,189,"SMALLMOUTHBASS"
"PAUL",1995,1995-06-02,153,"LARGEMOUTHBASS"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1995,1995-06-23,174,"SMALLMOUTHBASS"
WEST LONG,1995,1995-06-24,175,"YELLOWPERCH"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
"PAUL",1995,1995-08-17,229,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-19,231,"LARGEMOUTHBASS"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"PAUL",1995,1995-06-23,174,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-18,230,"LARGEMOUTHBASS"
"PAUL",1995,1995-08-18,230,"LARGEMOUTHBASS"
WEST LONG,1995,1995-06-24,175,"SMALLMOUTHBASS"
WEST LONG,1995,1995-07-22,203,"SMALLMOUTHBASS"
WEST LONG,1995,1995-08-18,230,"SMALLMOUTHBASS"
"PAUL",1995,1995-07-07,188,"LARGEMOUTHBASS"
